Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Blaenau Gwent,01/07/2020,0,348,499.2,3,3010
Blaenau Gwent,30/06/2020,0,348,499.2,13,3007
Blaenau Gwent,29/06/2020,1,348,499.2,46,2994
Blaenau Gwent,28/06/2020,0,347,497.8,16,2948
Blaenau Gwent,27/06/2020,0,347,497.8,8,2932
Blaenau Gwent,26/06/2020,0,347,497.8,29,2924
Blaenau Gwent,25/06/2020,0,347,497.8,30,2895
Blaenau Gwent,24/06/2020,0,347,497.8,52,2865
Blaenau Gwent,23/06/2020,2,347,497.8,45,2813
Blaenau Gwent,22/06/2020,0,345,494.9,54,2768
Blaenau Gwent,21/06/2020,1,345,494.9,10,2714
Blaenau Gwent,20/06/2020,0,344,493.5,19,2704
Blaenau Gwent,19/06/2020,0,344,493.5,32,2685
Blaenau Gwent,18/06/2020,1,344,493.5,80,2653
Blaenau Gwent,17/06/2020,1,343,492,87,2573
Blaenau Gwent,16/06/2020,0,342,490.6,74,2486
Blaenau Gwent,15/06/2020,2,342,490.6,127,2412
Blaenau Gwent,14/06/2020,1,340,487.7,35,2285
Blaenau Gwent,13/06/2020,0,339,486.3,126,2250
Blaenau Gwent,12/06/2020,1,339,486.3,55,2124
Blaenau Gwent,11/06/2020,0,338,484.8,15,2069
Blaenau Gwent,10/06/2020,0,338,484.8,31,2054
Blaenau Gwent,09/06/2020,0,338,484.8,71,2023
Blaenau Gwent,08/06/2020,1,338,484.8,65,1952
Blaenau Gwent,07/06/2020,1,337,483.4,69,1887
Blaenau Gwent,06/06/2020,1,336,482,19,1818
Blaenau Gwent,05/06/2020,0,335,480.5,41,1799
Blaenau Gwent,04/06/2020,0,335,480.5,41,1758
Blaenau Gwent,03/06/2020,0,335,480.5,16,1717
Blaenau Gwent,02/06/2020,0,335,480.5,40,1701
Blaenau Gwent,01/06/2020,0,335,480.5,14,1661
Blaenau Gwent,31/05/2020,1,335,480.5,22,1647
Blaenau Gwent,30/05/2020,0,334,479.1,108,1625
Blaenau Gwent,29/05/2020,0,334,479.1,14,1517
Blaenau Gwent,28/05/2020,0,334,479.1,22,1503
Blaenau Gwent,27/05/2020,1,334,479.1,32,1481
Blaenau Gwent,26/05/2020,0,333,477.7,26,1449
Blaenau Gwent,25/05/2020,2,333,477.7,21,1423
Blaenau Gwent,24/05/2020,0,331,474.8,13,1402
Blaenau Gwent,23/05/2020,1,331,474.8,25,1389
Blaenau Gwent,22/05/2020,1,330,473.4,18,1364
Blaenau Gwent,21/05/2020,0,329,471.9,24,1346
Blaenau Gwent,20/05/2020,2,329,471.9,52,1322
Blaenau Gwent,19/05/2020,1,327,469.1,15,1270
Blaenau Gwent,18/05/2020,1,326,467.6,15,1255
Blaenau Gwent,17/05/2020,3,325,466.2,17,1240
Blaenau Gwent,16/05/2020,4,322,461.9,84,1223
Blaenau Gwent,15/05/2020,4,318,456.2,90,1139
Blaenau Gwent,14/05/2020,0,314,450.4,13,1049
Blaenau Gwent,13/05/2020,0,314,450.4,16,1036
Blaenau Gwent,12/05/2020,0,314,450.4,14,1020
Blaenau Gwent,11/05/2020,1,314,450.4,14,1006
Blaenau Gwent,10/05/2020,0,313,449,9,992
Blaenau Gwent,09/05/2020,3,313,449,13,983
Blaenau Gwent,08/05/2020,0,310,444.7,27,970
Blaenau Gwent,07/05/2020,7,310,444.7,37,943
Blaenau Gwent,06/05/2020,4,303,434.6,22,906
Blaenau Gwent,05/05/2020,7,299,428.9,30,884
Blaenau Gwent,04/05/2020,1,292,418.9,15,854
Blaenau Gwent,03/05/2020,2,291,417.4,8,839
Blaenau Gwent,02/05/2020,9,289,414.6,53,831
Blaenau Gwent,01/05/2020,2,280,401.6,17,778
Blaenau Gwent,30/04/2020,2,278,398.8,18,761
Blaenau Gwent,29/04/2020,2,276,395.9,18,743
Blaenau Gwent,28/04/2020,2,274,393,24,725
Blaenau Gwent,27/04/2020,1,272,390.2,12,701
Blaenau Gwent,26/04/2020,2,271,388.7,8,689
Blaenau Gwent,25/04/2020,6,269,385.9,21,681
Blaenau Gwent,24/04/2020,5,263,377.3,23,660
Blaenau Gwent,23/04/2020,3,258,370.1,11,637
Blaenau Gwent,22/04/2020,8,255,365.8,25,626
Blaenau Gwent,21/04/2020,0,247,354.3,22,601
Blaenau Gwent,20/04/2020,7,247,354.3,17,579
Blaenau Gwent,19/04/2020,2,240,344.3,11,562
Blaenau Gwent,18/04/2020,9,238,341.4,24,551
Blaenau Gwent,17/04/2020,10,229,328.5,27,527
Blaenau Gwent,16/04/2020,10,219,314.1,27,500
Blaenau Gwent,15/04/2020,10,209,299.8,27,473
Blaenau Gwent,14/04/2020,9,199,285.5,19,446
Blaenau Gwent,13/04/2020,8,190,272.5,10,427
Blaenau Gwent,12/04/2020,2,182,261.1,11,417
Blaenau Gwent,11/04/2020,10,180,258.2,19,406
Blaenau Gwent,10/04/2020,5,170,243.9,9,387
Blaenau Gwent,09/04/2020,7,165,236.7,20,378
Blaenau Gwent,08/04/2020,15,158,226.6,25,358
Blaenau Gwent,07/04/2020,5,143,205.1,12,333
Blaenau Gwent,06/04/2020,16,138,198,20,321
Blaenau Gwent,05/04/2020,4,122,175,10,301
Blaenau Gwent,04/04/2020,12,118,169.3,21,291
Blaenau Gwent,03/04/2020,9,106,152.1,22,270
Blaenau Gwent,02/04/2020,8,97,139.1,20,248
Blaenau Gwent,01/04/2020,6,89,127.7,17,228
Blaenau Gwent,31/03/2020,15,83,119.1,22,211
Blaenau Gwent,30/03/2020,9,68,97.5,20,189
Blaenau Gwent,29/03/2020,5,59,84.6,14,169
Blaenau Gwent,28/03/2020,3,54,77.5,10,155
Blaenau Gwent,27/03/2020,5,51,73.2,12,145
Blaenau Gwent,26/03/2020,6,46,66,15,133
Blaenau Gwent,25/03/2020,5,40,57.4,19,118
Blaenau Gwent,24/03/2020,4,35,50.2,10,99
Blaenau Gwent,23/03/2020,3,31,44.5,11,89
Blaenau Gwent,22/03/2020,3,28,40.2,5,78
Blaenau Gwent,21/03/2020,2,25,35.9,12,73
Blaenau Gwent,20/03/2020,8,23,33,17,61
Blaenau Gwent,19/03/2020,2,15,21.5,8,44
Blaenau Gwent,18/03/2020,1,13,18.6,4,36
Blaenau Gwent,17/03/2020,2,12,17.2,3,32
Blaenau Gwent,16/03/2020,1,10,14.3,4,29
Blaenau Gwent,15/03/2020,3,9,12.9,6,25
Blaenau Gwent,14/03/2020,1,6,8.6,2,19
Blaenau Gwent,13/03/2020,3,5,7.2,5,17
Blaenau Gwent,12/03/2020,1,2,2.9,7,12
Blaenau Gwent,11/03/2020,1,1,1.4,2,5
Blaenau Gwent,10/03/2020,0,0,0,0,3
Blaenau Gwent,09/03/2020,0,0,0,0,3
Blaenau Gwent,08/03/2020,0,0,0,0,3
Blaenau Gwent,07/03/2020,0,0,0,0,3
Blaenau Gwent,06/03/2020,0,0,0,0,3
Blaenau Gwent,05/03/2020,0,0,0,0,3
Blaenau Gwent,04/03/2020,0,0,0,0,3
Blaenau Gwent,03/03/2020,0,0,0,0,3
Blaenau Gwent,02/03/2020,0,0,0,0,3
Blaenau Gwent,01/03/2020,0,0,0,0,3
Blaenau Gwent,29/02/2020,0,0,0,0,3
Blaenau Gwent,28/02/2020,0,0,0,0,3
Blaenau Gwent,27/02/2020,0,0,0,3,3
Blaenau Gwent,26/02/2020,0,0,0,0,0
Blaenau Gwent,25/02/2020,0,0,0,0,0
Blaenau Gwent,24/02/2020,0,0,0,0,0
Blaenau Gwent,23/02/2020,0,0,0,0,0
Blaenau Gwent,22/02/2020,0,0,0,0,0
Blaenau Gwent,21/02/2020,0,0,0,0,0
Blaenau Gwent,20/02/2020,0,0,0,0,0
Blaenau Gwent,19/02/2020,0,0,0,0,0
Blaenau Gwent,18/02/2020,0,0,0,0,0
Blaenau Gwent,17/02/2020,0,0,0,0,0
Blaenau Gwent,16/02/2020,0,0,0,0,0
Blaenau Gwent,15/02/2020,0,0,0,0,0
Blaenau Gwent,14/02/2020,0,0,0,0,0
Blaenau Gwent,13/02/2020,0,0,0,0,0
Blaenau Gwent,12/02/2020,0,0,0,0,0
Blaenau Gwent,11/02/2020,0,0,0,0,0
Blaenau Gwent,10/02/2020,0,0,0,0,0
Blaenau Gwent,09/02/2020,0,0,0,0,0
Blaenau Gwent,08/02/2020,0,0,0,0,0
Blaenau Gwent,07/02/2020,0,0,0,0,0
Blaenau Gwent,06/02/2020,0,0,0,0,0
Blaenau Gwent,05/02/2020,0,0,0,0,0
Blaenau Gwent,04/02/2020,0,0,0,0,0
Blaenau Gwent,03/02/2020,0,0,0,0,0
Bridgend,01/07/2020,0,554,382.4,0,6290
Bridgend,30/06/2020,0,554,382.4,12,6290
Bridgend,29/06/2020,0,554,382.4,76,6278
Bridgend,28/06/2020,0,554,382.4,32,6202
Bridgend,27/06/2020,0,554,382.4,45,6170
Bridgend,26/06/2020,1,554,382.4,83,6125
Bridgend,25/06/2020,0,553,381.7,85,6042
Bridgend,24/06/2020,1,553,381.7,98,5957
Bridgend,23/06/2020,0,552,381,65,5859
Bridgend,22/06/2020,1,552,381,48,5794
Bridgend,21/06/2020,0,551,380.3,22,5746
Bridgend,20/06/2020,0,551,380.3,40,5724
Bridgend,19/06/2020,0,551,380.3,90,5684
Bridgend,18/06/2020,1,551,380.3,74,5594
Bridgend,17/06/2020,1,550,379.6,83,5520
Bridgend,16/06/2020,4,549,378.9,95,5437
Bridgend,15/06/2020,0,545,376.2,58,5342
Bridgend,14/06/2020,1,545,376.2,49,5284
Bridgend,13/06/2020,0,544,375.5,36,5235
Bridgend,12/06/2020,1,544,375.5,175,5199
Bridgend,11/06/2020,2,543,374.8,140,5024
Bridgend,10/06/2020,0,541,373.4,152,4884
Bridgend,09/06/2020,2,541,373.4,77,4732
Bridgend,08/06/2020,0,539,372,125,4655
Bridgend,07/06/2020,2,539,372,47,4530
Bridgend,06/06/2020,0,537,370.7,58,4483
Bridgend,05/06/2020,4,537,370.7,83,4425
Bridgend,04/06/2020,3,533,367.9,102,4342
Bridgend,03/06/2020,3,530,365.8,143,4240
Bridgend,02/06/2020,1,527,363.8,91,4097
Bridgend,01/06/2020,2,526,363.1,148,4006
Bridgend,31/05/2020,1,524,361.7,34,3858
Bridgend,30/05/2020,0,523,361,27,3824
Bridgend,29/05/2020,2,523,361,108,3797
Bridgend,28/05/2020,2,521,359.6,142,3689
Bridgend,27/05/2020,2,519,358.2,86,3547
Bridgend,26/05/2020,3,517,356.9,132,3461
Bridgend,25/05/2020,0,514,354.8,40,3329
Bridgend,24/05/2020,0,514,354.8,23,3289
Bridgend,23/05/2020,1,514,354.8,39,3266
Bridgend,22/05/2020,4,513,354.1,122,3227
Bridgend,21/05/2020,2,509,351.3,81,3105
Bridgend,20/05/2020,1,507,350,127,3024
Bridgend,19/05/2020,9,506,349.3,149,2897
Bridgend,18/05/2020,3,497,343.1,42,2748
Bridgend,17/05/2020,9,494,341,42,2706
Bridgend,16/05/2020,3,485,334.8,42,2664
Bridgend,15/05/2020,2,482,332.7,84,2622
Bridgend,14/05/2020,4,480,331.3,90,2538
Bridgend,13/05/2020,2,476,328.6,46,2448
Bridgend,12/05/2020,4,474,327.2,79,2402
Bridgend,11/05/2020,9,470,324.4,76,2323
Bridgend,10/05/2020,5,461,318.2,51,2247
Bridgend,09/05/2020,7,456,314.8,89,2196
Bridgend,08/05/2020,3,449,309.9,39,2107
Bridgend,07/05/2020,6,446,307.8,43,2068
Bridgend,06/05/2020,3,440,303.7,43,2025
Bridgend,05/05/2020,5,437,301.6,57,1982
Bridgend,04/05/2020,3,432,298.2,32,1925
Bridgend,03/05/2020,1,429,296.1,19,1893
Bridgend,02/05/2020,7,428,295.4,49,1874
Bridgend,01/05/2020,6,421,290.6,72,1825
Bridgend,30/04/2020,7,415,286.5,53,1753
Bridgend,29/04/2020,7,408,281.6,50,1700
Bridgend,28/04/2020,0,401,276.8,55,1650
Bridgend,27/04/2020,9,401,276.8,58,1595
Bridgend,26/04/2020,9,392,270.6,28,1537
Bridgend,25/04/2020,10,383,264.4,88,1509
Bridgend,24/04/2020,1,373,257.5,42,1421
Bridgend,23/04/2020,4,372,256.8,40,1379
Bridgend,22/04/2020,22,368,254,72,1339
Bridgend,21/04/2020,17,346,238.8,63,1267
Bridgend,20/04/2020,8,329,227.1,33,1204
Bridgend,19/04/2020,2,321,221.6,24,1171
Bridgend,18/04/2020,4,319,220.2,19,1147
Bridgend,17/04/2020,15,315,217.4,53,1128
Bridgend,16/04/2020,12,300,207.1,45,1075
Bridgend,15/04/2020,19,288,198.8,51,1030
Bridgend,14/04/2020,21,269,185.7,41,979
Bridgend,13/04/2020,9,248,171.2,31,938
Bridgend,12/04/2020,17,239,165,32,907
Bridgend,11/04/2020,13,222,153.2,35,875
Bridgend,10/04/2020,7,209,144.3,27,840
Bridgend,09/04/2020,16,202,139.4,53,813
Bridgend,08/04/2020,15,186,128.4,40,760
Bridgend,07/04/2020,22,171,118,56,720
Bridgend,06/04/2020,10,149,102.8,30,664
Bridgend,05/04/2020,12,139,95.9,34,634
Bridgend,04/04/2020,11,127,87.7,31,600
Bridgend,03/04/2020,17,116,80.1,47,569
Bridgend,02/04/2020,19,99,68.3,44,522
Bridgend,01/04/2020,16,80,55.2,58,478
Bridgend,31/03/2020,10,64,44.2,33,420
Bridgend,30/03/2020,5,54,37.3,34,387
Bridgend,29/03/2020,5,49,33.8,22,353
Bridgend,28/03/2020,4,44,30.4,12,331
Bridgend,27/03/2020,5,40,27.6,37,319
Bridgend,26/03/2020,3,35,24.2,27,282
Bridgend,25/03/2020,6,32,22.1,37,255
Bridgend,24/03/2020,8,26,17.9,32,218
Bridgend,23/03/2020,5,18,12.4,16,186
Bridgend,22/03/2020,2,13,9,16,170
Bridgend,21/03/2020,4,11,7.6,22,154
Bridgend,20/03/2020,4,7,4.8,21,132
Bridgend,19/03/2020,0,3,2.1,14,111
Bridgend,18/03/2020,0,3,2.1,10,97
Bridgend,17/03/2020,0,3,2.1,15,87
Bridgend,16/03/2020,2,3,2.1,15,72
Bridgend,15/03/2020,0,1,0.7,5,57
Bridgend,14/03/2020,0,1,0.7,5,52
Bridgend,13/03/2020,1,1,0.7,7,47
Bridgend,12/03/2020,0,0,0,8,40
Bridgend,11/03/2020,0,0,0,8,32
Bridgend,10/03/2020,0,0,0,1,24
Bridgend,09/03/2020,0,0,0,1,23
Bridgend,08/03/2020,0,0,0,0,22
Bridgend,07/03/2020,0,0,0,0,22
Bridgend,06/03/2020,0,0,0,1,22
Bridgend,05/03/2020,0,0,0,0,21
Bridgend,04/03/2020,0,0,0,3,21
Bridgend,03/03/2020,0,0,0,3,18
Bridgend,02/03/2020,0,0,0,0,15
Bridgend,01/03/2020,0,0,0,0,15
Bridgend,29/02/2020,0,0,0,2,15
Bridgend,28/02/2020,0,0,0,1,13
Bridgend,27/02/2020,0,0,0,3,12
Bridgend,26/02/2020,0,0,0,0,9
Bridgend,25/02/2020,0,0,0,0,9
Bridgend,24/02/2020,0,0,0,0,9
Bridgend,23/02/2020,0,0,0,2,9
Bridgend,22/02/2020,0,0,0,2,7
Bridgend,21/02/2020,0,0,0,0,5
Bridgend,20/02/2020,0,0,0,0,5
Bridgend,19/02/2020,0,0,0,0,5
Bridgend,18/02/2020,0,0,0,1,5
Bridgend,17/02/2020,0,0,0,1,4
Bridgend,16/02/2020,0,0,0,0,3
Bridgend,15/02/2020,0,0,0,0,3
Bridgend,14/02/2020,0,0,0,0,3
Bridgend,13/02/2020,0,0,0,0,3
Bridgend,12/02/2020,0,0,0,0,3
Bridgend,11/02/2020,0,0,0,0,3
Bridgend,10/02/2020,0,0,0,0,3
Bridgend,09/02/2020,0,0,0,3,3
Bridgend,08/02/2020,0,0,0,0,0
Bridgend,07/02/2020,0,0,0,0,0
Bridgend,06/02/2020,0,0,0,0,0
Bridgend,05/02/2020,0,0,0,0,0
Bridgend,04/02/2020,0,0,0,0,0
Bridgend,03/02/2020,0,0,0,0,0
Caerphilly,01/07/2020,0,719,397.2,1,6578
Caerphilly,30/06/2020,0,719,397.2,27,6577
Caerphilly,29/06/2020,0,719,397.2,70,6550
Caerphilly,28/06/2020,0,719,397.2,35,6480
Caerphilly,27/06/2020,1,719,397.2,36,6445
Caerphilly,26/06/2020,1,718,396.6,73,6409
Caerphilly,25/06/2020,0,717,396.1,122,6336
Caerphilly,24/06/2020,0,717,396.1,79,6214
Caerphilly,23/06/2020,2,717,396.1,113,6135
Caerphilly,22/06/2020,1,715,395,101,6022
Caerphilly,21/06/2020,0,714,394.4,46,5921
Caerphilly,20/06/2020,0,714,394.4,43,5875
Caerphilly,19/06/2020,1,714,394.4,69,5832
Caerphilly,18/06/2020,0,713,393.9,140,5763
Caerphilly,17/06/2020,2,713,393.9,64,5623
Caerphilly,16/06/2020,2,711,392.8,262,5559
Caerphilly,15/06/2020,0,709,391.7,54,5297
Caerphilly,14/06/2020,0,709,391.7,72,5243
Caerphilly,13/06/2020,0,709,391.7,41,5171
Caerphilly,12/06/2020,2,709,391.7,153,5130
Caerphilly,11/06/2020,0,707,390.6,44,4977
Caerphilly,10/06/2020,0,707,390.6,92,4933
Caerphilly,09/06/2020,1,707,390.6,117,4841
Caerphilly,08/06/2020,0,706,390,96,4724
Caerphilly,07/06/2020,1,706,390,73,4628
Caerphilly,06/06/2020,2,705,389.5,172,4555
Caerphilly,05/06/2020,0,703,388.4,150,4383
Caerphilly,04/06/2020,0,703,388.4,121,4233
Caerphilly,03/06/2020,0,703,388.4,74,4112
Caerphilly,02/06/2020,2,703,388.4,84,4038
Caerphilly,01/06/2020,2,701,387.3,96,3954
Caerphilly,31/05/2020,1,699,386.1,99,3858
Caerphilly,30/05/2020,1,698,385.6,61,3759
Caerphilly,29/05/2020,4,697,385,40,3698
Caerphilly,28/05/2020,3,693,382.8,117,3658
Caerphilly,27/05/2020,5,690,381.2,159,3541
Caerphilly,26/05/2020,0,685,378.4,148,3382
Caerphilly,25/05/2020,3,685,378.4,38,3234
Caerphilly,24/05/2020,1,682,376.8,38,3196
Caerphilly,23/05/2020,7,681,376.2,156,3158
Caerphilly,22/05/2020,3,674,372.3,142,3002
Caerphilly,21/05/2020,6,671,370.7,66,2860
Caerphilly,20/05/2020,6,665,367.4,115,2794
Caerphilly,19/05/2020,3,659,364.1,50,2679
Caerphilly,18/05/2020,2,656,362.4,41,2629
Caerphilly,17/05/2020,2,654,361.3,22,2588
Caerphilly,16/05/2020,6,652,360.2,61,2566
Caerphilly,15/05/2020,3,646,356.9,82,2505
Caerphilly,14/05/2020,3,643,355.2,40,2423
Caerphilly,13/05/2020,0,640,353.6,50,2383
Caerphilly,12/05/2020,1,640,353.6,38,2333
Caerphilly,11/05/2020,2,639,353,31,2295
Caerphilly,10/05/2020,0,637,351.9,23,2264
Caerphilly,09/05/2020,1,637,351.9,49,2241
Caerphilly,08/05/2020,0,636,351.3,58,2192
Caerphilly,07/05/2020,7,636,351.3,60,2134
Caerphilly,06/05/2020,2,629,347.5,33,2074
Caerphilly,05/05/2020,8,627,346.4,54,2041
Caerphilly,04/05/2020,2,619,342,32,1987
Caerphilly,03/05/2020,3,617,340.8,28,1955
Caerphilly,02/05/2020,3,614,339.2,29,1927
Caerphilly,01/05/2020,6,611,337.5,54,1898
Caerphilly,30/04/2020,5,605,334.2,71,1844
Caerphilly,29/04/2020,3,600,331.5,47,1773
Caerphilly,28/04/2020,7,597,329.8,52,1726
Caerphilly,27/04/2020,6,590,325.9,33,1674
Caerphilly,26/04/2020,5,584,322.6,30,1641
Caerphilly,25/04/2020,8,579,319.9,33,1611
Caerphilly,24/04/2020,7,571,315.4,60,1578
Caerphilly,23/04/2020,12,564,311.6,57,1518
Caerphilly,22/04/2020,10,552,304.9,42,1461
Caerphilly,21/04/2020,15,542,299.4,50,1419
Caerphilly,20/04/2020,17,527,291.1,51,1369
Caerphilly,19/04/2020,1,510,281.7,20,1318
Caerphilly,18/04/2020,23,509,281.2,59,1298
Caerphilly,17/04/2020,12,486,268.5,46,1239
Caerphilly,16/04/2020,24,474,261.9,68,1193
Caerphilly,15/04/2020,12,450,248.6,53,1125
Caerphilly,14/04/2020,12,438,242,31,1072
Caerphilly,13/04/2020,7,426,235.3,29,1041
Caerphilly,12/04/2020,13,419,231.5,26,1012
Caerphilly,11/04/2020,12,406,224.3,31,986
Caerphilly,10/04/2020,14,394,217.7,37,955
Caerphilly,09/04/2020,20,380,209.9,51,918
Caerphilly,08/04/2020,23,360,198.9,46,867
Caerphilly,07/04/2020,17,337,186.2,34,821
Caerphilly,06/04/2020,23,320,176.8,49,787
Caerphilly,05/04/2020,7,297,164.1,12,738
Caerphilly,04/04/2020,20,290,160.2,34,726
Caerphilly,03/04/2020,19,270,149.2,43,692
Caerphilly,02/04/2020,25,251,138.7,45,649
Caerphilly,01/04/2020,22,226,124.8,49,604
Caerphilly,31/03/2020,21,204,112.7,42,555
Caerphilly,30/03/2020,28,183,101.1,47,513
Caerphilly,29/03/2020,13,155,85.6,35,466
Caerphilly,28/03/2020,12,142,78.4,26,431
Caerphilly,27/03/2020,16,130,71.8,42,405
Caerphilly,26/03/2020,9,114,63,28,363
Caerphilly,25/03/2020,21,105,58,40,335
Caerphilly,24/03/2020,9,84,46.4,31,295
Caerphilly,23/03/2020,9,75,41.4,36,264
Caerphilly,22/03/2020,11,66,36.5,25,228
Caerphilly,21/03/2020,9,55,30.4,29,203
Caerphilly,20/03/2020,4,46,25.4,25,174
Caerphilly,19/03/2020,6,42,23.2,22,149
Caerphilly,18/03/2020,4,36,19.9,9,127
Caerphilly,17/03/2020,5,32,17.7,22,118
Caerphilly,16/03/2020,8,27,14.9,16,96
Caerphilly,15/03/2020,5,19,10.5,15,80
Caerphilly,14/03/2020,3,14,7.7,8,65
Caerphilly,13/03/2020,4,11,6.1,16,57
Caerphilly,12/03/2020,4,7,3.9,11,41
Caerphilly,11/03/2020,2,3,1.7,7,30
Caerphilly,10/03/2020,1,1,0.6,2,23
Caerphilly,09/03/2020,0,0,0,0,21
Caerphilly,08/03/2020,0,0,0,0,21
Caerphilly,07/03/2020,0,0,0,0,21
Caerphilly,06/03/2020,0,0,0,1,21
Caerphilly,05/03/2020,0,0,0,1,20
Caerphilly,04/03/2020,0,0,0,1,19
Caerphilly,03/03/2020,0,0,0,2,18
Caerphilly,02/03/2020,0,0,0,1,16
Caerphilly,01/03/2020,0,0,0,0,15
Caerphilly,29/02/2020,0,0,0,3,15
Caerphilly,28/02/2020,0,0,0,3,12
Caerphilly,27/02/2020,0,0,0,3,9
Caerphilly,26/02/2020,0,0,0,1,6
Caerphilly,25/02/2020,0,0,0,1,5
Caerphilly,24/02/2020,0,0,0,0,4
Caerphilly,23/02/2020,0,0,0,0,4
Caerphilly,22/02/2020,0,0,0,1,4
Caerphilly,21/02/2020,0,0,0,0,3
Caerphilly,20/02/2020,0,0,0,1,3
Caerphilly,19/02/2020,0,0,0,0,2
Caerphilly,18/02/2020,0,0,0,0,2
Caerphilly,17/02/2020,0,0,0,0,2
Caerphilly,16/02/2020,0,0,0,0,2
Caerphilly,15/02/2020,0,0,0,0,2
Caerphilly,14/02/2020,0,0,0,1,2
Caerphilly,13/02/2020,0,0,0,0,1
Caerphilly,12/02/2020,0,0,0,0,1
Caerphilly,11/02/2020,0,0,0,0,1
Caerphilly,10/02/2020,0,0,0,0,1
Caerphilly,09/02/2020,0,0,0,0,1
Caerphilly,08/02/2020,0,0,0,0,1
Caerphilly,07/02/2020,0,0,0,0,1
Caerphilly,06/02/2020,0,0,0,0,1
Caerphilly,05/02/2020,0,0,0,0,1
Caerphilly,04/02/2020,0,0,0,0,1
Caerphilly,03/02/2020,0,0,0,1,1
Cardiff,01/07/2020,0,2247,616.9,0,15392
Cardiff,30/06/2020,0,2247,616.9,66,15392
Cardiff,29/06/2020,2,2247,616.9,205,15326
Cardiff,28/06/2020,4,2245,616.3,121,15121
Cardiff,27/06/2020,10,2241,615.2,161,15000
Cardiff,26/06/2020,1,2231,612.5,161,14839
Cardiff,25/06/2020,3,2230,612.2,195,14678
Cardiff,24/06/2020,2,2227,611.4,137,14483
Cardiff,23/06/2020,2,2225,610.8,201,14346
Cardiff,22/06/2020,6,2223,610.3,178,14145
Cardiff,21/06/2020,3,2217,608.7,68,13967
Cardiff,20/06/2020,2,2214,607.8,122,13899
Cardiff,19/06/2020,3,2212,607.3,144,13777
Cardiff,18/06/2020,6,2209,606.5,142,13633
Cardiff,17/06/2020,4,2203,604.8,135,13491
Cardiff,16/06/2020,3,2199,603.7,155,13356
Cardiff,15/06/2020,4,2196,602.9,164,13201
Cardiff,14/06/2020,1,2192,601.8,144,13037
Cardiff,13/06/2020,5,2191,601.5,130,12893
Cardiff,12/06/2020,4,2186,600.1,226,12763
Cardiff,11/06/2020,5,2182,599,190,12537
Cardiff,10/06/2020,2,2177,597.7,255,12347
Cardiff,09/06/2020,10,2175,597.1,242,12092
Cardiff,08/06/2020,12,2165,594.4,232,11850
Cardiff,07/06/2020,4,2153,591.1,136,11618
Cardiff,06/06/2020,6,2149,590,218,11482
Cardiff,05/06/2020,3,2143,588.3,295,11264
Cardiff,04/06/2020,11,2140,587.5,257,10969
Cardiff,03/06/2020,16,2129,584.5,221,10712
Cardiff,02/06/2020,11,2113,580.1,220,10491
Cardiff,01/06/2020,10,2102,577.1,278,10271
Cardiff,31/05/2020,8,2092,574.3,253,9993
Cardiff,30/05/2020,6,2084,572.1,227,9740
Cardiff,29/05/2020,9,2078,570.5,265,9513
Cardiff,28/05/2020,18,2069,568,322,9248
Cardiff,27/05/2020,13,2051,563.1,224,8926
Cardiff,26/05/2020,5,2038,559.5,175,8702
Cardiff,25/05/2020,11,2033,558.1,293,8527
Cardiff,24/05/2020,9,2022,555.1,194,8234
Cardiff,23/05/2020,20,2013,552.6,234,8040
Cardiff,22/05/2020,11,1993,547.2,160,7806
Cardiff,21/05/2020,10,1982,544.1,250,7646
Cardiff,20/05/2020,13,1972,541.4,185,7396
Cardiff,19/05/2020,17,1959,537.8,169,7211
Cardiff,18/05/2020,9,1942,533.2,103,7042
Cardiff,17/05/2020,7,1933,530.7,99,6939
Cardiff,16/05/2020,10,1926,528.8,146,6840
Cardiff,15/05/2020,16,1916,526,181,6694
Cardiff,14/05/2020,6,1900,521.6,74,6513
Cardiff,13/05/2020,8,1894,520,118,6439
Cardiff,12/05/2020,13,1886,517.8,104,6321
Cardiff,11/05/2020,11,1873,514.2,68,6217
Cardiff,10/05/2020,14,1862,511.2,187,6149
Cardiff,09/05/2020,10,1848,507.3,61,5962
Cardiff,08/05/2020,8,1838,504.6,85,5901
Cardiff,07/05/2020,17,1830,502.4,90,5816
Cardiff,06/05/2020,11,1813,497.7,109,5726
Cardiff,05/05/2020,7,1802,494.7,101,5617
Cardiff,04/05/2020,7,1795,492.8,95,5516
Cardiff,03/05/2020,8,1788,490.9,49,5421
Cardiff,02/05/2020,19,1780,488.7,112,5372
Cardiff,01/05/2020,25,1761,483.5,144,5260
Cardiff,30/04/2020,31,1736,476.6,121,5116
Cardiff,29/04/2020,11,1705,468.1,94,4995
Cardiff,28/04/2020,25,1694,465.1,125,4901
Cardiff,27/04/2020,14,1669,458.2,81,4776
Cardiff,26/04/2020,14,1655,454.4,75,4695
Cardiff,25/04/2020,27,1641,450.5,69,4620
Cardiff,24/04/2020,25,1614,443.1,87,4551
Cardiff,23/04/2020,31,1589,436.2,117,4464
Cardiff,22/04/2020,37,1558,427.7,121,4347
Cardiff,21/04/2020,35,1521,417.6,149,4226
Cardiff,20/04/2020,44,1486,408,120,4077
Cardiff,19/04/2020,30,1442,395.9,83,3957
